repo_name,pr_number
igniterealtime/Openfire,1107
ethereum/ethereumj,974
forcedotcom/SalesforceMobileSDK-Android,1693
simpligility/android-maven-plugin,3
netty/netty,260
jenkinsci/tfs-plugin,140
CorfuDB/CorfuDB,1123
lobid/lodmill,562
jclouds/legacy-jclouds,1210
kbase/njs,28
aerogear/aerogear-unifiedpush-server,451
umple/Umple,1135
bndtools/bnd,2408
helun/Ektorp,85
cloudfoundry/uaa,393
eclipse/smarthome,5431
Esri/arcgis-runtime-samples-java,133
couchbase/couchbase-lite-java-core,1373
dana-i2cat/opennaas,188
Qabel/qabel-core,1
l0rdn1kk0n/wicket-bootstrap,714
BroadleafCommerce/BroadleafCommerce,1738
rundeck/rundeck,3847
sonatype/nexus,194
HubSpot/Singularity,1028
samarthgupta437/falcon-regression,101
entando/entando-components,168
swagger-api/swagger-parser,516
CHIRDL-Openmrs-Modules/chirdlutil,9
apache/incubator-brooklyn,126
valotrading/stirling,124
hawkular/hawkular-metrics,493
windup/windup,1166
hltfbk/Excitement-Open-Platform,312
rackerlabs/blueflood,683
eclipse/smarthome,6353
dianping/cat,10
gwtbootstrap3/gwtbootstrap3,275
jclouds/legacy-jclouds,1504
atlasapi/atlas,1160
StephenBlackWasAlreadyTaken/xDrip-Experimental,283
Netflix/ribbon,397
Adobe-Consulting-Services/acs-aem-commons,1598
GlowstoneMC/Glowstone,88
cbeust/testng,958
jclouds/legacy-jclouds,394
freenet/fred,143
airlift/airlift,105
antlr/antlr4,377
graphhopper/graphhopper,60
Netflix/iep,212
tomakehurst/wiremock,513
jenkinsci/git-client-plugin,401
craftercms/commons,120
ninetwozero/com.ninetwozero.bf4intel,108
quickfix-j/quickfixj,206
BCA-Team/Buildcraft-Additions,284
appium/java-client,855
perfectsense/brightspot-cms,50
pahimar/Equivalent-Exchange-3,128
bitstadium/HockeySDK-Android,137
the-blue-alliance/the-blue-alliance-android,594
xetorthio/jedis,1256
wso2/product-greg,492
hibernate/hibernate-search,1396
edx/edx-app-android,878
jglobus/JGlobus,8
OpenNMS/opennms,2383
HubSpot/Baragon,114
ooici/ion-definitions,191
lenskit/lenskit,918
rstudio/rstudio,1249
javers/javers,668
molgenis/molgenis,8151
Netflix/astyanax,478
SeqWare/seqware,16
HubSpot/Singularity,640
igniterealtime/Openfire,670
calblueprint/PHC,187
pentaho/pentaho-commons-database,72
DenizenScript/Denizen-for-Bukkit,1866
square/picasso,386
Crate/crate,7715
digitalgreenorg/dg,724
JabRef/jabref,3163
UW-Madison-DoIT/hrs-portlets,10
antlr/antlr4,1067
deeplearning4j/deeplearning4j,5364
digitalgreenorg/dg,826
apache/curator,285
Crate/crate,7769
kaltura/player-sdk-native-android,277
grpc/grpc-java,4763
hibernate/hibernate-orm,2817
Netflix/ribbon,47
resteasy/Resteasy,762
stripe/stripe-android,815
hawkular/hawkular-metrics,12
gradle/gradle,7066
neo4j/neo4j,11426
hazelcast/hazelcast,13666
killbilling/recurly-java-library,249
dana-i2cat/opennaas,887
cbeust/testng,1326
brooklyncentral/advanced-networking,49
apache/nutch,344
wso2/carbon-analytics,1391
UniversalMediaServer/UniversalMediaServer,1385
unclebob/fitnesse,706
CeON/CoAnSys,210
igniterealtime/Openfire,704
Silverpeas/Silverpeas-Core,289
brooklyncentral/brooklyn,394
jenkinsci/support-core-plugin,126
telefonicaid/fiware-paas,239
jamesagnew/hapi-fhir,718
MinecraftForge/MinecraftForge,4691
jboss-fuse/fabric8,927
SpectraLogic/ds3,168
DenizenScript/Denizen-for-Bukkit,244
griddynamics/jagger,479
GluuFederation/oxTrust,59
JabRef/jabref,4387
oblac/jodd,462
jbake-org/jbake,580
javaee-samples/javaee7-samples,420
pac4j/pac4j,954
JabRef/jabref,2637
VHAINNOVATIONS/ASRCM,117
opencog/relex,120
intel-cloud/cosbench,213
datacleaner/DataCleaner,1672
greese/dasein-cloud-core,93
BaseXdb/basex,1605
brooklyncentral/brooklyn,566
craftercms/search,15
telefonicaid/fiware-sdc,128
jbosstools/jbosstools-openshift,1734
smartdevicelink/sdl,796
grpc/grpc-java,4362
CoWolf/CoWolf,234
wso2/carbon-analytics,791
OpenMRS/openmrs-module-coreapps,70
owncloud/android,1926
deeplearning4j/deeplearning4j,5818
ninetwozero/com.ninetwozero.bf4intel,63
TheLastCrusade/SoundStream,133
terasolunaorg/terasoluna-gfw-functionaltest,701
grails/grails-core,9694
wocommunity/wonder,548
ControlSystemStudio/cs-studio,1773
ucsdlib/damsmanager,302
Unidata/thredds,723
hcoles/pitest,429
openmicroscopy/bioformats,2863
obiba/mica2,1587
scireum/sirius-kernel,169
igniterealtime/Spark,9
52North/SensorWebClient,14
perfectsense/brightspot-cms,1031
rackerlabs/blueflood,323
wocommunity/wonder,799
geoserver/geoserver,3256
BaseballCardTracker/bbct,4
LiveRamp/jack,172
OCHA-DAP/DAP-System,21
researchstudio-sat/webofneeds,1290
GoogleCloudPlatform/DataflowJavaSDK,291
scireum/sirius-web,594
siddhi-io/siddhi,1055
jclouds/legacy-jclouds,852
forcedotcom/SalesforceMobileSDK-Android,1768
naver/arcus-java-client,67
w3c/css-validator,137
opencog/relex,94
netty/netty,347
Stratio/crossdata,583
debrief/debrief,3834
Activiti/Activiti,2227
duckduckgo/android,135
deeplearning4j/nd4j,1398
basho/riak-java-client,557
antlr/antlr4,1288
codelibs/fess,492
apache/avro,217
lexevs/lexevs,280
stripe/stripe-android,147
ChiralBehaviors/Ultrastructure,40
xwiki/xwiki-platform,945
lutece-platform/lutece-core,129
BaseXdb/basex,825
romannurik/muzei,308
pentaho/data-access,360
buchen/portfolio,1043
stagemonitor/stagemonitor,82
pentaho/pentaho-reporting,658
raulhaag/MiMangaNu,265
MightyPirates/OpenComputers,1022
usgs/nshmp-haz-ws,79
HPI-Information-Systems/Metanome,306
AxonFramework/AxonFramework,765
ninjaframework/ninja,142
telefonicaid/fiware-cygnus,947
brooklyncentral/brooklyn,852
GlowstoneMC/Glowstone,908
real-logic/Aeron,97
mcMMO-Dev/mcMMO,416
winder/Universal-G-Code-Sender,931
jcabi/jcabi-github,437
OTBProject/OTBProject,26
molgenis/molgenis,463
Netflix/archaius,159
raulhaag/MiMangaNu,380
joel-costigliola/assertj-core,1444
ModeShape/modeshape,429
MinecraftForge/MinecraftForge,4454
ModeShape/modeshape,702
ProjectKorra/ProjectKorra,327
iipc/openwayback,210
PhilJay/MPAndroidChart,3642
Alfresco/alfresco-android-sdk,81
ushahidi/SMSSync,196
eclipse/jetty.project,3452
Esri/arcgis-runtime-samples-android,113
HubSpot/jinjava,266
yegor256/netbout,948
temenostech/IRIS,327
stripe/stripe-android,139
pentaho/pentaho-platform-plugin-reporting,319
jenkinsci/script-security-plugin,175
samarthgupta437/falcon-regression,126
axemblr/axemblr-provisionr,135
spotify/helios,838
openpnp/openpnp,446
abarisain/dmix,281
Crate/crate,8062
stoicflame/enunciate,40
zanata/zanata-server,106
hibernate/hibernate-search,545
Cloudhunter/OpenCCSensors,11
getlantern/lantern,3521
pentaho/pentaho-reporting,205
pentaho/pentaho-cassandra-plugin,129
kbase/workspace,90
openmicroscopy/bioformats,2169
lobid/lodmill,564
google/truth,123
l0rdn1kk0n/wicket-bootstrap,233
perfectsense/brightspot-cms,432
antlr/antlr4,1679
airbnb/airpal,160
iluwatar/java-design-patterns,16
AzureAD/azure-activedirectory-library-for-android,215
bndtools/bnd,2062
rundeck/rundeck,4444
cbeust/testng,180
Realm/realm-java,4740
dana-i2cat/opennaas,296
bio4j/Bio4j,154
google/truth,65
graphhopper/graphhopper,376
JabRef/jabref,4146
akvo/akvo-flow,2148
GlowstoneMC/Glowstone,989
the-blue-alliance/the-blue-alliance-android,158
hibernate/hibernate-search,940
bndtools/bnd,2528
KronicDeth/intellij-elixir,24
geotools/geotools,1338
uwescience/myria,287
wso2/carbon-appmgt,169
candlepin/candlepin,1890
BCA-Team/Buildcraft-Additions,219
lexevs/lexevs,56
geotools/geotools,2155
modcluster/mod,89
EHRI/ehri-rest,64
the-blue-alliance/the-blue-alliance-android,880
teamed/qulice,698
SpectraLogic/ds3,483
geoserver/geoserver,2851
mcMMO-Dev/mcMMO,138
HuygensING/timbuctoo,229
apache/avro,459
KronicDeth/intellij-elixir,259
jeremylong/DependencyCheck,349
pac4j/pac4j,917
OneBusAway/onebusaway-android,925
kamegami13/MonsterHunter4UDatabase,51
georchestra/georchestra,1602
k9mail/k-9,2048
hibernate/hibernate-search,1408
elastic/elasticsearch,37606
wocommunity/wonder,565
GoranM/bdx,16
MinecraftForge/MinecraftForge,4480
dana-i2cat/opennaas,309
gdg-x/frisbee,720
dropwizard/dropwizard,2570
brooklyncentral/brooklyn,1095
jMetal/jMetal,207
datastax/java-driver,76
scireum/sirius-web,44
imglib/imglib2,175
bumptech/glide,2336
uwescience/myria,806
resteasy/Resteasy,1904
hudson/hudson-2.x,31
SpoutDev/Spout,49
eXist-db/exist,1205
CMPUT301F14T14/android-question-answer-app,64
apache/nutch,388
SpectraLogic/ds3,14
HubSpot/Singularity,1026
AppliedEnergistics/Applied-Energistics-2,3319
glyptodon/guacamole-client,210
greese/dasein-cloud-aws,47
duckduckgo/android,216
square/retrofit,341
asciidoctor/asciidoctorj,355
mozilla/MozStumbler,817
mybatis/mybatis-3,316
todoroo/astrid,60
pcgen/pcgen,4169
calblueprint/PHC,81
JabRef/jabref,4011
ooyala/android-sample-apps,435
anthonycr/Lightning-Browser,204
KronicDeth/intellij-elixir,476
imagej/imagej-ops,476
msgpack/msgpack-java,359
dana-i2cat/opennaas,168
akvo/akvo-flow,2217
datacleaner/DataCleaner,1221
Realm/realm-java,5007
UW-Madison-DoIT/hrs-portlets,149
arquillian/arquillian-cube,962
brianfrankcooper/YCSB,598
lenskit/lenskit,895
spotify/docker-client,744
Stratio/crossdata,458
dana-i2cat/opennaas,844
cyclestreets/android,54
jenkinsci/subversion-plugin,46
SeqWare/seqware,39
broadinstitute/picard,850
jenkinsci/acceptance-test-harness,91
joel-costigliola/assertj-core,974
mozilla/MozStumbler,1387
apache/incubator-brooklyn,1151
bugsnag/bugsnag-android,272
dropwizard/dropwizard,2682
jbosstools/jbosstools-openshift,1544
muzima/muzima-android,65
mikepenz/AboutLibraries,328
calblueprint/PHC,296
lobid/lodmill,32
owncloud/android,2434
ReactiveX/RxNetty,401
myui/hivemall,71
Graylog2/graylog2-server,5431
k9mail/k-9,2118
obiba/mica2,1221
MovingBlocks/Terasology,3154
wildfly-security/wildfly-elytron,722
owncloud/android,2395
go-lang-plugin-org/go-lang-idea-plugin,263
debrief/debrief,3754
perfectsense/brightspot-cms,536
square/retrofit,2816
JetBrains/jediterm,25
atlasapi/atlas,792
hbz/lobid-organisations,8
kite-sdk/kite,405
zenoss/query,329
bigbluebutton/bigbluebutton,5871
jitsi/libjitsi,184
apache/drill,1521
basho/riak-java-client,47
DSpace/DSpace,1497
hibernate/hibernate-validator,163
zxing/zxing,472
JabRef/jabref,4135
ForestryMC/ForestryMC,1800
siacs/Conversations,355
HuygensING/timbuctoo,109
KronicDeth/intellij-elixir,25
TGAC/miso-lims,1722
denimgroup/threadfix,1276
terasolunaorg/terasoluna-gfw,342
ChandraCXC/iris,358
UW-Madison-DoIT/hrs-portlets,167
l0rdn1kk0n/wicket-bootstrap,258
antlr/antlr4,1908
osmandapp/OsmAnd-tools,116
kaazing/gateway,876
HubSpot/jinjava,58
brooklyncentral/brooklyn,294
deeplearning4j/deeplearning4j,5509
Adobe-Consulting-Services/acs-aem-commons,639
jbosstm/narayana,1408
Netflix/Priam,777
wso2/carbon-analytics,1417
lenskit/lenskit,957
simpligility/android-maven-plugin,471
embulk/embulk,355
jcabi/jcabi-github,1454
mebigfatguy/fb-contrib,22
OpenClinica/OpenClinica,1398
Catrobat/Catroid,2413
OpenMRS/openmrs-module-fhir,60
sanger-pathogens/Artemis,274
DozerMapper/dozer,343
CoWolf/CoWolf,141
broadinstitute/picard,1226
BuildCraft/BuildCraft,791
smartdevicelink/sdl,366
geoserver/geoserver,3300
OpenClinica/OpenClinica,1384
ChangeOrientedProgrammingEnvironment/eclipseRecorder,39
wildfly/wildfly,10982
Sage-Bionetworks/BridgeJavaSDK,266
JabRef/jabref,4111
apache/curator,252
septadev/SEPTA-Android,11
georchestra/georchestra,2241
serenity-bdd/serenity-core,289
researchstudio-sat/webofneeds,1792
jenkinsci/acceptance-test-harness,493
TooTallNate/Java-WebSocket,772
telefonicaid/fiware-paas,144
atlasapi/atlas,499
Stratio/crossdata,765
pahimar/Equivalent-Exchange-3,642
caelum/vraptor,548
spotify/helios,681
teiid/teiid,23
enonic/xp,4301
netty/netty,244
DenizenScript/Denizen-for-Bukkit,503
DroidPlanner/Tower,523
twilio/twilio-java,424
edx/edx-app-android,625
SpectraLogic/ds3,36
dropwizard/dropwizard,1114
asciidoctor/asciidoctorj,757
atlasapi/atlas,506
appium/java-client,546
OpenNMS/opennms,1664
grails/grails-core,483
ControlSystemStudio/cs-studio,881
magefree/mage,4505
rackerlabs/repose,1431
Talend/tcommon-studio-se,1676
scireum/sirius-web,217
qos-ch/logback,17
unchartedsoftware/aperture-tiles,17
guardianproject/ChatSecureAndroid,190
Awful/Awful.apk,219
google/truth,7
dropwizard/metrics,437
ReactiveX/RxJava,5492
spotify/docker-client,149
eXist-db/exist,1158
Netflix/Hystrix,1412
UNC-Libraries/Carolina-Digital-Repository,194
dana-i2cat/opennaas,187
ProjectKorra/ProjectKorra,958
pentaho/pentaho-platform,3992
Activiti/Activiti,95
adjust/android,271
payara/Payara,3139
Ensembl/ensj-healthcheck,9
novoda/merlin,129
eclipse/birt,140
Sage-Bionetworks/SynapseWebClient,3044
SeqWare/seqware,58
rackerlabs/atom-hopper,10
intel-cloud/cosbench,163
CMPUT301F14T14/android-question-answer-app,82
Netflix/dyno,74
adoulrac/IHM,92
igniterealtime/Spark,354
ReactiveX/RxAndroid,355
AltBeacon/android-beacon-library,677
molgenis/molgenis,320
entando/entando-components,47
ggc-itec/ggc-connect,220
gdg-x/frisbee,664
googlemaps/google-maps-services-java,189
pentaho/data-access,635
embulk/embulk,1022
azkaban/azkaban,1623
google/closure-compiler,1168
atlasapi/atlas,472
TestFX/TestFX,68
perwendel/spark,438
pgjdbc/pgjdbc,952
GlobalNOC/FlowSpaceFirewall,66
Netflix/servo,429
killbill/killbill,1096
apache/karaf,710
researchstudio-sat/webofneeds,1487
Sage-Bionetworks/SynapseWebClient,3508
simpligility/android-maven-plugin,178
rackerlabs/repose,1448
groovy/groovy-core,132
apache/tomee,323
jitsi/jitsi-videobridge,479
DroidPlanner/Tower,170
caelum/vraptor,575
apache/incubator-brooklyn,923
imagej/imagej-ops,38
google/truth,170
lexevs/lexevs,124
essentials/Essentials,498
wildfly-security/wildfly-elytron,254
CoWolf/CoWolf,64
pac4j/pac4j,1101
rectangle-dbmi/Realtime-Port-Authority,156
teamed/qulice,617
HubSpot/Baragon,120
TooTallNate/Java-WebSocket,41
sonatype/nexus,675
yegor256/rultor,1051
apache/incubator-brooklyn,584
jitsi/jicofo,303
xerial/sqlite-jdbc,163
rackerlabs/blueflood,114
bio4j/Bio4j,116
brooklyncentral/brooklyn,1306
hibernate/hibernate-search,646
spotify/helios,990
basho/riak-java-client,588
square/keywhiz,311
TooTallNate/Java-WebSocket,260
l0rdn1kk0n/wicket-bootstrap,721
teiid/teiid,703
asakusafw/asakusafw,826
GlowstoneMC/Glowstone,827
forcedotcom/SalesforceMobileSDK-Android,1617
apache/accumulo,715
helun/Ektorp,157
igniterealtime/Openfire,881
spotify/docker-client,79
demoiselle/behave,121
denzilferreira/aware-client,50
unclebob/fitnesse,632
bigbluebutton/bigbluebutton,5968
SonarSource/sonarqube,2658
mozilla/MozStumbler,1031
akvo/akvo-flow,2476
dropwizard/metrics,86
BuildCraft/BuildCraft,3351
confluentinc/schema-registry,937
intel-cloud/cosbench,135
cyclestreets/android,242
graphhopper/graphhopper,791
square/keywhiz,86
guardianproject/ChatSecureAndroid,187
marytts/marytts,32
oblac/jodd,355
asciidoctor/asciidoctorj,183
ReactiveX/RxJava,5891
wiglenet/wigle-wifi-wardriving,141
deegree/deegree3,399
hibernate/hibernate-orm,220
scireum/sirius-web,309
selendroid/selendroid,1117
Azure/azure-sdk-for-java,2940
mozilla/rhino,454
antlr/antlr4,1983
appium/java-client,881
sonatype/nexus,835
biojava/biojava,623
ProjectKorra/ProjectKorra,140
edx/edx-app-android,849
infinispan/infinispan,5807
lexevs/lexevs,285
rundeck/rundeck,2534
oasp/oasp4j,386
DroidPlanner/Tower,1113
glyptodon/guacamole-client,26
WASdev/ci.maven,250
arquillian/arquillian-cube,792
rectangle-dbmi/Realtime-Port-Authority,326
rackerlabs/blueflood,320
jboss-switchyard/quickstarts,350
TexasDigitalLibrary/Vireo,445
eishub/BW4T,217
bigbluebutton/bigbluebutton,6110
antlr/antlr4,1996
waarp/WaarpR66,154
hbz/nwbib,283
phenotips/patient-network,106
ProjectKorra/ProjectKorra,855
Netflix/genie,687
AxonFramework/AxonFramework,169
calblueprint/PHC,92
infinispan/infinispan,6163
datacleaner/DataCleaner,187
google/truth,231
jitsi/jitsi-videobridge,74
Esri/military-features-data,227
JabRef/jabref,2943
AnimeNeko/Atarashii,342
grails/grails-core,10243
Sage-Bionetworks/BridgeJavaSDK,441
atlasapi/atlas-feeds,100
HubSpot/jinjava,275
mozilla/rhino,469
SleepyTrousers/EnderIO,4517
ProjectKorra/ProjectKorra,370
davidB/scala-maven-plugin,43
dana-i2cat/opennaas,257
denzilferreira/aware-client,247
forcedotcom/SalesforceMobileSDK-Android,1047
airlift/airlift,407
Graylog2/graylog2-server,5351
Netflix/servo,174
openpnp/openpnp,345
DenizenScript/Denizen-for-Bukkit,858
hibernate/hibernate-orm,185
demoiselle/behave,482
antlr/antlr4,2075
k9mail/k-9,1983
geoserver/geoserver,3212
zxing/zxing,153
HubSpot/Singularity,1331
pentaho/mondrian,160
naver/pinpoint,5070
edx/edx-app-android,527
B3Partners/brmo,338
B3Partners/brmo,180
DSpace/DSpace,1761
wso2/orbit,345
usgs/nshmp-haz,191
rundeck/rundeck,4550
SonarSource/sonarqube,2152
BuildCraft/BuildCraft,58
sinkillerj/ProjectE,1300
CorfuDB/CorfuDB,611
AzureAD/azure-activedirectory-library-for-android,587
gradle/gradle,8141
brianfrankcooper/YCSB,117
jbosstools/jbosstools-openshift,1565
the-blue-alliance/the-blue-alliance-android,257
OpenNMS/opennms,1564
opencog/relex,168
aerogear/aerogear-unifiedpush-server,463
simpligility/android-maven-plugin,331
sonatype/nexus-oss,275
lobid/lodmill,535
go-lang-plugin-org/go-lang-idea-plugin,383
Stratio/crossdata,98
the-blue-alliance/the-blue-alliance-android,271
eclipse/smarthome,6153
gdg-x/frisbee,244
osmandapp/OsmAnd-tools,60
HubSpot/Singularity,1158
UW-Madison-DoIT/hrs-portlets,141
maplesyrup/maple-android,179
Netflix/spectator,686
Sage-Bionetworks/Synapse-Repository-Services,3075
beanvalidation/beanvalidation-tck,67
Activiti/Activiti,87
UW-Madison-DoIT/hrs-portlets,90
pentaho/pentaho-mongodb-plugin,43
Sage-Bionetworks/Synapse-Repository-Services,2560
openmicroscopy/bioformats,3161
deeplearning4j/nd4j,2446
Netflix/suro,19
Netflix/genie,701
BCA-Team/Buildcraft-Additions,210
Maescool/Catacomb-Snatch,764
jooby-project/jooby,815
msgpack/msgpack-java,295
JetBrains/jediterm,55
steveswinsburg/gradebookNG,244
mebigfatguy/fb-contrib,29
slipstream/SlipStreamServer,1477
aerogear/aerogear-unifiedpush-server,998
M66B/XPrivacy,2302
xwiki/xwiki-platform,617
xwiki/xwiki-platform,515
dropwizard/metrics,1010
Jasig/NotificationPortlet,8
square/moshi,616
guardianproject/ChatSecureAndroid,205
ninetwozero/com.ninetwozero.bf4intel,74
mambu-gmbh/Mambu-APIs-Java,86
sonatype/nexus-oss,767
JSQLParser/JSqlParser,635
evrythng/evrythng-java-sdk,72
DiUS/java-faker,106
getlantern/lantern,1650
UniversalMediaServer/UniversalMediaServer,1250
ucsdlib/damsmanager,9
perfectsense/brightspot-cms,1144
jenkinsci/remoting,168
scireum/sirius-web,262
protostuff/protostuff,215
Netflix/astyanax,267
AzureAD/azure-activedirectory-library-for-android,28
usergrid/usergrid,62
akvo/akvo-flow,2043
pahimar/Equivalent-Exchange-3,904
xbmc/Kore,379
OpenMRS/openmrs-module-webservices.rest,56
unclebob/fitnesse,917
sonatype/nexus-oss,346
HubSpot/Singularity,850
killbill/killbill,434
perfectsense/dari,278
terasolunaorg/terasoluna-gfw-functionaltest,391
kite-sdk/kite,182
neo4j/neo4j-ogm,207
DenizenScript/Denizen-for-Bukkit,126
javaparser/javaparser,861
redline-smalltalk/redline-smalltalk,3
apache/cxf,393
pentaho/pentaho-commons-xul,76
harvard-lts/fits,88
apache/nutch,239
mikepenz/AboutLibraries,329
eclipse/jetty.project,2285
neo4j/neo4j,10832
Silverpeas/Silverpeas-Components,251
RPTools/maptool,303
azkaban/azkaban,1556
openmicroscopy/bioformats,2137
eclipse/xtext,778
usgs/nshmp-haz,144
jboss-developer/jboss-eap-quickstarts,1788
georchestra/georchestra,964
freenet/fred,540
eXist-db/exist,1718
DSpace/DSpace,2073
DiUS/java-faker,36
mixpanel/mixpanel-android,300
ArtificerRepo/artificer,340
icplayer/icplayer,206
lecture2go/plugins-sdk-6.2,389
matrix-org/matrix-android-sdk,156
akvo/akvo-flow,1971
hibernate/hibernate-search,47
jenkinsci/script-security-plugin,220
iipc/openwayback,332
Esri/arcgis-runtime-samples-java,222
telefonicaid/fiware-paas,133
eclipse/dawnsci,146
quran/quran,764
cbeust/jcommander,282
brooklyncentral/brooklyn,1193
AzureAD/azure-activedirectory-library-for-java,217
selendroid/selendroid,894
Esri/arcgis-runtime-samples-java,275
entando/entando-components,78
grpc/grpc-java,4603
atlasapi/atlas-model,136
Parabot/Parabot,293
Netflix/spectator,553
molgenis/molgenis,166
rundeck/rundeck,2692
ehcache/ehcache3,1724
azkaban/azkaban,1228
Realm/realm-java,3579
Catrobat/Paintroid,194
ushahidi/SMSSync,451
intel-hadoop/HiBench,445
jbosstools/jbosstools-central,396
entando/entando-components,415
wocommunity/wonder,513
gdg-x/frisbee,158
DroidPlanner/Tower,551
FenixEdu/fenixedu-academic,305
azkaban/azkaban,1465
Crate/crate,7661
MovingBlocks/Terasology,1648
bndtools/bndtools,1350
rstudio/rstudio,1333
abarisain/dmix,159
Deadrik/TFCraft,674
CeON/CoAnSys,179
researchstudio-sat/webofneeds,2062
flightstats/hub,55
daydreaming-experiment/app,298
Crate/crate,7245
biojava/biojava,482
cexbrayat/linkit,152
twilio/twilio-java,237
TGAC/miso-lims,1815
xetorthio/jedis,96
temenostech/IRIS,322
k9mail/k-9,1278
ArcBees/GWTP,317
po-devs/android-client,190
uwescience/myria,4
esigate/esigate,154
openmicroscopy/bioformats,2461
grails/grails-core,80
JabRef/jabref,3355
datacleaner/DataCleaner,218
googlemaps/android-maps-utils,289
hibernate/hibernate-ogm,789
umple/Umple,1055
AnimeNeko/Atarashii,470
ControlSystemStudio/cs-studio,1313
t-oster/VisiCut,452
B3Partners/brmo,560
AnimeNeko/Atarashii,344
Crate/crate,8147
zanata/zanata-server,797
grails/grails-core,9605
ably/ably-java,458
google/truth,141
deeplearning4j/deeplearning4j,5969
Sage-Bionetworks/BridgePF,1192
DroidPlanner/Tower,529
zk1931/jzab,172
Maescool/Catacomb-Snatch,956
uwescience/myria,438
unclebob/fitnesse,204
Activiti/Activiti,1289
CloudSlang/cloud-slang,198
wso2/orbit,69
ooyala/android-sample-apps,182
CS340Group/hit,27
azkaban/azkaban,188
mozilla/rhino,288
OpenIndiana/oi-userland,4696
wiglenet/wigle-wifi-wardriving,89
atlasapi/atlas,359
wso2/product-greg,68
rundeck/rundeck,2807
geoserver/geoserver,2277
apache/incubator-brooklyn,609
georchestra/georchestra,1810
querydsl/querydsl,1070
google/auto,29
Netflix/servo,255
ninjaframework/ninja,397
xbmc/Kore,384
scireum/sirius-web,344
getlantern/lantern,2636
gitblit/gitblit,1142
pentaho/pentaho-kettle,5458
ProjectKorra/ProjectKorra,557
JabRef/jabref,3653
resteasy/Resteasy,1386
stagemonitor/stagemonitor,239
UNC-Libraries/Carolina-Digital-Repository,352
bndtools/bnd,1679
Unidata/thredds,759
Netflix/ribbon,310
syncthing/syncthing-android,1195
pentaho/mondrian,125
molgenis/molgenis,300
impossibl/pgjdbc-ng,80
azkaban/azkaban,1057
wildfly/wildfly-core,3141
isenseDev/iSENSE-Hardware,168
thinkaurelius/titan,59
getlantern/lantern,778
rundeck/rundeck,3881
kaltura/player-sdk-native-android,225
AnimeNeko/Atarashii,254
openMF/android-client,118
owncloud/android,1621
zanata/zanata-server,1283
GoogleCloudPlatform/appengine-java-vm-runtime,43
dana-i2cat/mqnaas,204
apache/struts,84
zeromq/jeromq,247
rundeck/rundeck,2733
DroidPlanner/Tower,168
jbosstools/jbosstools-openshift,1608
usc-isi-i2/Web-Karma,325
groovy/groovy-core,587
locationtech/udig-platform,159
WASdev/ci.maven,123
guardianproject/ChatSecureAndroid,384
grpc/grpc-java,3894
rackerlabs/atom-hopper,247
BuildCraft/BuildCraft,1581
Progether/JAdventure,131
Jasig/uPortal,1172
mockito/mockito,241
StevenRS11/DimDoors,20
geometer/FBReaderJ,360
calabash/calabash-android,647
hibernate/hibernate-search,1670
umple/Umple,844
Esri/arcgis-runtime-samples-android,60
zxing/zxing,890
xerial/sqlite-jdbc,89
ZooTypers/ZooTypers,13
osmandapp/Osmand,1537
ehcache/ehcache3,1812
naver/ngrinder,339
umple/Umple,1308
cgeo/cgeo,5418
winder/Universal-G-Code-Sender,334
eclipse/jetty.project,2009
hltfbk/Excitement-Open-Platform,446
bumptech/glide,445
wtud/TSAP,68
ProjectKorra/ProjectKorra,514
Jasig/uPortal,647
M66B/XPrivacy,1908
wocommunity/wonder,240
MiloTischler/Operation-Valkyrie,3
pcgen/pcgen,5019
the-blue-alliance/the-blue-alliance-android,267
wso2/carbon-analytics,752
mambu-gmbh/Mambu-APIs-Java,158
hltfbk/Excitement-Open-Platform,119
unchartedsoftware/aperture-tiles,229
datacleaner/DataCleaner,305
jackpal/Android-Terminal-Emulator,241
azkaban/azkaban,998
deeplearning4j/deeplearning4j,7063
KronicDeth/intellij-elixir,41
hibernate/hibernate-ogm,938
Azure/azure-sdk-for-java,2037
ops4j/org.ops4j.pax.web,19
Realm/realm-java,6413
pgjdbc/pgjdbc,678
redline-smalltalk/redline-smalltalk,115
Netflix/spectator,559
xjdr/xio,196
robworth/patientview,178
apache/incubator-brooklyn,339
bugsnag/bugsnag-android,302
thinkaurelius/titan,1291
OpenNTF/JavascriptAggregator,87
adoulrac/IHM,80
jclouds/legacy-jclouds,1459
Unidata/thredds,823
hawkular/hawkular-metrics,839
dana-i2cat/opennaas,551
embulk/embulk,1049
georchestra/georchestra,1777
ethereum/ethereumj,189
appium/java-client,545
spotify/helios,530
debrief/debrief,3710
CMPUT301F14T14/android-question-answer-app,84
apache/karaf,488
lobid/lodmill,707
stripe/stripe-java,82
QuantumBadger/RedReader,335
kbase/workspace,253
HubSpot/Singularity,1373
hibernate/hibernate-search,1245
spotify/helios,872
ChangeOrientedProgrammingEnvironment/eclipseRecorder,37
KronicDeth/intellij-elixir,639
rstudio/rstudio,2549
datacleaner/DataCleaner,334
GlowstoneMC/Glowstone,955
JabRef/jabref,4128
robworth/patientview,190
JabRef/jabref,2646
rundeck/rundeck,4499
ReactiveX/RxNetty,6
HubSpot/Singularity,849
OpenNMS/opennms,2293
dana-i2cat/opennaas,109
atlasapi/atlas,618
infinispan/infinispan,6004
bigbluebutton/bigbluebutton,5697
scireum/sirius-web,504
